name	class	decls	subsystems	variant_sets	declarations
GizmoMode	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/gizmo.spl:12 ./lib/nogc_sync_mut/editor/gizmo.spl:12
GpuFfiMode3D	IDENTICAL	2	1	1	./lib/nogc_sync_mut/gpu/engine3d/ffi_dispatch3d.spl:22 ./lib/nogc_sync_mut/gpu/engine3d/sffi_dispatch3d.spl:22
GpuFfiMode	IDENTICAL	2	1	1	./lib/nogc_sync_mut/gpu/engine2d/ffi_dispatch.spl:22 ./lib/nogc_sync_mut/gpu/engine2d/sffi_dispatch.spl:25
H3FrameResult	IDENTICAL	2	2	1	./lib/nogc_sync_mut/http/h3/h3_frame.spl:56 ./os/http3/h3_frame.spl:45
H3VarintResult	IDENTICAL	2	2	1	./lib/nogc_sync_mut/http/h3/h3_frame.spl:45 ./os/http3/h3_frame.spl:41
IndexType	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/index.spl:45 ./lib/nogc_sync_mut/database/index.spl:45
JitBackend	IDENTICAL	2	1	1	./app/io/jit_ffi.spl:218 ./app/io/jit_sffi.spl:218
JitCompileResult	IDENTICAL	2	1	1	./app/io/jit_ffi.spl:242 ./app/io/jit_sffi.spl:242
JitInstantiationResult	IDENTICAL	2	1	1	./compiler/99.loader/jit_instantiator.spl:18 ./compiler/99.loader/loader/jit_instantiator.spl:38
JoinHow	IDENTICAL	2	1	1	./lib/nogc_async_mut/df/mod.spl:38 ./lib/nogc_sync_mut/df/mod.spl:38
KeyError	IDENTICAL	2	1	1	./compiler/30.types/const_key_validator.spl:12 ./compiler/30.types/const_keys_phase8c.spl:15
LaneStatus	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/exec/lane_descriptor.spl:13 ./lib/nogc_sync_mut/debug/remote/exec/lane_descriptor.spl:13
LayerDirection	IDENTICAL	2	1	1	./compiler/85.mdsoc/mdsoc/types.spl:204 ./compiler/85.mdsoc/types/layer_direction.spl:6
LayoutPhase	IDENTICAL	2	1	1	./compiler/50.mir/mir_types.spl:17 ./compiler/80.driver/layout_recorder.spl:15
LazyError	IDENTICAL	2	1	1	./app/interpreter/lazy/lazy_val.spl:61 ./app/interpreter/lazy/lazy_val_fixed.spl:59
LazySeqNode	IDENTICAL	2	1	1	./app/interpreter/lazy/lazy_seq.spl:39 ./app/interpreter/lazy/lazy_seq_fixed.spl:37
LazyState	IDENTICAL	2	1	1	./app/interpreter/lazy/lazy_val.spl:33 ./app/interpreter/lazy/lazy_val_fixed.spl:31
LintCategory	IDENTICAL	2	2	1	./compiler/90.tools/lint/_LintMain/config_and_model.spl:673 ./lib/nogc_sync_mut/tooling/easy_fix/types.spl:13
List	IDENTICAL	2	2	1	./compiler_rust/lib/std/src/core_immut/persistent.spl:5 ./lib/common/pure/list.spl:5
LoadResult	IDENTICAL	2	1	1	./compiler/99.loader/loader/module_loader.spl:66 ./compiler/99.loader/module_loader.spl:183
MaterialType3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/material3d.spl:18 ./lib/nogc_sync_mut/engine/render/material3d.spl:18
MemoryOrdering	IDENTICAL	2	1	1	./lib/gc_async_mut/atomic.spl:19 ./lib/nogc_sync_mut/atomic.spl:19
MessagePriority	IDENTICAL	2	2	1	./app/interpreter/async_runtime/mailbox.spl:155 ./lib/nogc_async_mut/mailbox_actor.spl:9
MmapAdvice	IDENTICAL	2	1	1	./compiler_rust/lib/std/src/file/mmap.spl:190 ./compiler_rust/lib/std/src/host/common/io/fs_types.spl:173
MmapMode	IDENTICAL	2	1	1	./compiler_rust/lib/std/src/file/mmap.spl:125 ./compiler_rust/lib/std/src/host/common/io/fs_types.spl:13
MockMode	IDENTICAL	2	1	1	./compiler_rust/lib/std/src/spec/mock.spl:11 ./compiler_rust/lib/std/src/spec/registry.spl:34
NaHow	IDENTICAL	2	1	1	./lib/nogc_async_mut/df/mod.spl:30 ./lib/nogc_sync_mut/df/mod.spl:30
NogcInstr	IDENTICAL	2	2	1	./compiler/50.mir/mir_effects.spl:43 ./compiler_rust/lib/std/src/tooling/compiler/effects_core.spl:107
NumericType	IDENTICAL	2	1	1	./compiler/35.semantics/semantics/cast_rules.spl:14 ./compiler/95.interp/interpreter/operators.spl:85
PanelKind	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/panel.spl:12 ./lib/nogc_sync_mut/editor/panel.spl:12
ParticleBackend	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/gpu_particle.spl:53 ./lib/nogc_sync_mut/engine/render/gpu_particle.spl:53
PhysicsBackend	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/physics/backend.spl:8 ./lib/nogc_sync_mut/engine/physics/backend.spl:8
PostEffectType	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/post_process.spl:17 ./lib/nogc_sync_mut/engine/render/post_process.spl:17
ProofClass	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/exec/lane_descriptor.spl:48 ./lib/nogc_sync_mut/debug/remote/exec/lane_descriptor.spl:48
PureServerHostTarget	IDENTICAL	2	1	1	./lib/nogc_async_mut/net/pure_server.spl:10 ./lib/nogc_sync_mut/net/pure_server.spl:12
PureServerMode	IDENTICAL	2	1	1	./lib/nogc_async_mut/net/pure_server.spl:5 ./lib/nogc_sync_mut/net/pure_server.spl:7
PureServerProtocol	IDENTICAL	2	1	1	./lib/nogc_async_mut/net/pure_server.spl:14 ./lib/nogc_sync_mut/net/pure_server.spl:16
Quantifier	IDENTICAL	2	1	1	./compiler/30.types/higher_rank_poly_phase5a.spl:78 ./compiler/30.types/higher_rank_poly_types.spl:77
RateLimitDecision	IDENTICAL	2	1	1	./lib/nogc_async_mut/failsafe/ratelimit.spl:59 ./lib/nogc_sync_mut/failsafe/ratelimit.spl:59
ReaderStatus	IDENTICAL	2	1	1	./lib/nogc_async_mut/payment/src/card/card_reader_trait.spl:3 ./lib/nogc_async_mut/payment/test/card_spec.spl:13
ReadMethod	IDENTICAL	2	1	1	./lib/nogc_async_mut/payment/src/card/card_reader_trait.spl:10 ./lib/nogc_async_mut/payment/test/card_spec.spl:20
RenderBackendKind3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/capability3d.spl:11 ./lib/nogc_sync_mut/engine/render/capability3d.spl:11
RenderCommand	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/command.spl:39 ./lib/nogc_sync_mut/engine/render/command.spl:39
ResultChannelKind	IDENTICAL	2	1	1	./lib/nogc_async_mut/debug/remote/exec/lane_descriptor.spl:93 ./lib/nogc_sync_mut/debug/remote/exec/lane_descriptor.spl:93
SceneEditorMode	IDENTICAL	2	1	1	./lib/nogc_async_mut/editor/mode.spl:7 ./lib/nogc_sync_mut/editor/mode.spl:7
SendResult	IDENTICAL	2	2	1	./app/interpreter/async_runtime/mailbox.spl:553 ./lib/nogc_async_mut/mailbox_actor.spl:21
SeriesErased	IDENTICAL	2	1	1	./lib/nogc_async_mut/df/mod.spl:254 ./lib/nogc_sync_mut/df/mod.spl:254
ShapeType2D	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/physics/narrowphase/shapes2d.spl:7 ./lib/nogc_sync_mut/engine/physics/narrowphase/shapes2d.spl:8
ShapeType3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/physics/world3d.spl:14 ./lib/nogc_sync_mut/engine/physics/world3d.spl:28
SimdPlatform	IDENTICAL	2	1	1	./compiler/30.types/simd_phase9c.spl:13 ./compiler/30.types/simd_platform.spl:10
SimdTier	IDENTICAL	2	1	1	./lib/nogc_sync_mut/simd.spl:42 ./lib/nogc_sync_mut/simd/profile.spl:9
SplitDirection	IDENTICAL	2	1	1	./lib/editor/types.spl:4 ./lib/editor/view/split_tree.spl:5
Status	IDENTICAL	2	2	1	./compiler_rust/lib/std/src/tooling/dashboard/types.spl:17 ./tooling/dashboard/types.spl:17
StepType	IDENTICAL	2	1	1	./lib/nogc_async_mut/mcp/dap/mod.spl:157 ./lib/nogc_sync_mut/mcp/dap/mod.spl:157
SymbolResult	IDENTICAL	2	1	1	./compiler/99.loader/loader/module_loader.spl:71 ./compiler/99.loader/module_loader.spl:188
TextAlign	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/text.spl:11 ./lib/nogc_sync_mut/engine/render/text.spl:11
TextureFormat3D	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/backend3d.spl:59 ./lib/nogc_sync_mut/engine/render/backend3d.spl:61
TransferType	IDENTICAL	2	2	1	./app/io/ftp_ffi.spl:68 ./lib/nogc_sync_mut/io/ftp_sffi.spl:68
TrendStatus	IDENTICAL	2	2	1	./compiler_rust/lib/std/src/tooling/dashboard/types.spl:25 ./tooling/dashboard/types.spl:25
TriggerEventType	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/physics/trigger.spl:78 ./lib/nogc_sync_mut/engine/physics/trigger.spl:78
TriggerShape	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/physics/trigger.spl:26 ./lib/nogc_sync_mut/engine/physics/trigger.spl:26
TxnState	IDENTICAL	2	1	1	./lib/nogc_async_mut/payment/src/gateway/local_gateway.spl:9 ./lib/nogc_async_mut/payment/test/local_gateway_spec.spl:13
TypeExpr	IDENTICAL	2	1	1	./lib/common/parser/ast.spl:92 ./lib/gc_async_mut/pure/ast.spl:93
VisibilitySurface	IDENTICAL	2	1	1	./compiler/90.tools/query_types.spl:41 ./compiler/90.tools/sffi_gen/specs/compiler_query.spl:44
WalEntryType	IDENTICAL	2	1	1	./lib/nogc_async_mut/database/wal.spl:6 ./lib/nogc_sync_mut/database/wal.spl:11
WebGpuCommand3DKind	IDENTICAL	2	1	1	./lib/nogc_async_mut/engine/render/webgpu_commands.spl:14 ./lib/nogc_sync_mut/engine/render/webgpu_commands.spl:14
WebhookEventType	IDENTICAL	2	1	1	./lib/nogc_async_mut/payment/src/gateway/webhook_handler.spl:14 ./lib/nogc_async_mut/payment/test/webhook_spec.spl:11
WebhookProvider	IDENTICAL	2	1	1	./lib/nogc_async_mut/payment/src/gateway/webhook_handler.spl:7 ./lib/nogc_async_mut/payment/test/webhook_spec.spl:4
X509ParseResult	IDENTICAL	2	1	1	./lib/common/cert/x509_typed.spl:46 ./lib/common/crypto/x509.spl:60
