   5721 0	OK
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.chemistry.mol_per_l`: Module resolution error: Semanti
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.calendar.gregorian_day`: Module resolution error: Sema
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.astronomy.solar_radius`: Module resolution error: Sema
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.area.m<N>`: Module resolution error: SemanticWithConte
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.angle.rad`: Module resolution error: SemanticWithConte
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.amount.mol`: Module resolution error: SemanticWithCont
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `unit.acceleration.mps<N>`: Module resolution error: Semanti
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `super.string_utils`: Module resolution error: SemanticWithC
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `sspec`: Module resolution error: SemanticWithContext(Contex
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `parser.treesitter.tree`: Module resolution error: SemanticW
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `os.crypto.aes<N>_gcm`: Module resolution error: SemanticWit
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `ml`: Module resolution error: SemanticWithContext(Contextua
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `math`: Module resolution error: SemanticWithContext(Context
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `lib.io.vhdl_ffi`: Module resolution error: SemanticWithCont
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `core.sync`: Module resolution error: SemanticWithContext(Co
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.web.node_types`: Module resolution error: SemanticWi
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.ui.session`: Module resolution error: SemanticWithCo
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.ui.reactive`: Module resolution error: SemanticWithC
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.ui.glyph_bitmap_<N>x<N>`: Module resolution error: S
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.string_builder`: Module resolution error: SemanticWi
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.spec.differential_trace`: Module resolution error: S
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.proton_runtime_subsystems`: Module resolution error:
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.io.window_event`: Module resolution error: SemanticW
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.gpu.engine<N>d.scalar_oracle`: Module resolution err
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `common.compute.placement_contracts.schema`: Module resoluti
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `app.vscode_extension.src.lsp_client_config`: Module resolut
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `app.fix.rules.impl.lint_code`: Module resolution error: Sem
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: cannot resolve import `app.ffi_gen.intern_codegen`: Module resolution error: Seman
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Cannot infer element type for index into 'empty tuple while lowering set_descripti
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Cannot infer element type for index into 'empty tuple while lowering power<N>round
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Cannot infer element type for index into 'empty tuple while lowering parse_respons
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Cannot infer element type for index into 'empty tuple while lowering generate_help
      1 1	error: compile failed (<P>): semantic: <P>: HIR lowering: Cannot infer element type for index into 'empty tuple while lowering add_subcomman
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected pattern, found Me 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected -> or => or :, found Newline 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Newline after impl block colon, found Identifier { name: "Future", pa
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected LParen, found Dot 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Indent, found Underscore 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected identifier, found Forbid 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected identifier, found Ampersand 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Fn, found Async 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected expression, found Semicolon 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected expression, found RParen 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected expression, found Error("Unterminated f-string") 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected expression, found DoublePipe 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Comma, found TripleGt 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Colon, found RParen 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Colon, found DoubleDot 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Colon, found By 
      1 1	error: compile failed (<P>): parse: in "<P> Unexpected token: expected Colon, found Await 
      1 1	error: compile failed (<P>): parse: in "<P> Syntax error at <N>:<N>: reserved keyword 'gen' cannot be used as a parameter name 
      1 1	error: compile failed (<P>): parse: in "<P> function arguments: expected Comma, found Assign 
      1 1	error: compile failed (<P>): lint: error: tautological assertion in spec/example [spipe_placeholder_tests] 
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_sync_mut` must not import `std.gpu.engine<N>d.sffi_vulkan` (nogc_imports_gc_f
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_sync_mut` must not import `std.gc_async_mut.gpu_lane.vulkan_lane_session` (no
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_sync_mut` must not import `std.gc_async_mut.gpu_lane.cuda_vm_executor` (nogc_
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_sync_mut` must not import `std.gc_async_mut.gpu_lane.cuda_jit_lane_executor` 
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_sync_mut` must not import `std.gc_async_mut.gpu.engine<N>d.engine` (nogc_impo
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut_noalloc` must not import `std.nogc_sync_mut.spec` (noalloc_imports_
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.src.time` (higher_layer_runtime
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.sffi.io` (higher_layer_runtime_
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.runtime.thread_local` (higher_l
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.redis.client` (higher_layer_run
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.io.tls_common_hooks` (higher_la
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.io.crypto_sffi` (higher_layer_r
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.game<N>d.render.canvas` (higher
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.game<N>d.app.app` (higher_layer
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.file_system.file_ops` (higher_l
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_sync_mut.concurrent.actor_hooks` (higher
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.nogc_async_mut.gpu.vulkan_dispatch` (nogc_imp
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.gpu.engine<N>d.types<N>d` (nogc_imports_gc_fa
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.gpu.engine<N>d.backend_software` (nogc_import
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `std.gc_async_mut.slang.model_executor.model_loade
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `nogc_sync_mut.process_monitor` (higher_layer_runt
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `nogc_sync_mut.io_runtime` (higher_layer_runtime_f
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `nogc_sync_mut.engine.component.tilemap` (higher_l
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `nogc_sync_mut.engine.component.camera` (higher_la
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `nogc_async_mut.gpu.object_vm.descriptor_table` (n
      1 1	error: compile failed (<P>): lint: error: runtime family `nogc_async_mut` must not import `gc_async_mut.gpu` (nogc_imports_gc_family) [gc_bo
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.text_layout.font_types` (gc_impor
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.text_layout.font_rasterizer` (gc_
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.runtime.thread_local` (gc_imports
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.io.file_ops` (gc_imports_nogc_fam
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.gpu.engine<N>d.simd_native_rows` 
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.gpu.engine<N>d.simd_isa_provider`
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.gpu.engine<N>d.sffi_directx` (gc_
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.engine.sprite.texture` (gc_import
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.engine.scene.node` (gc_imports_no
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.engine.render.types` (gc_imports_
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.engine.render.shader_compile` (gc
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.engine.render.backend<N>d` (gc_im
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_sync_mut.cuda.sffi` (gc_imports_nogc_famil
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_async_mut.http.url` (gc_imports_nogc_famil
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_async_mut.engine.component.tilemap` (gc_im
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_async_mut.engine.component.camera` (gc_imp
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `std.nogc_async_mut.compute.exec_target` (gc_imports
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `nogc_sync_mut.ui.session` (gc_imports_nogc_family) 
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `nogc_sync_mut.ui.parse.sdn_tree` (gc_imports_nogc_f
      1 1	error: compile failed (<P>): lint: error: runtime family `gc_async_mut` must not import `nogc_async_mut.atomic` (gc_imports_nogc_family) [gc
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [tcp_send, tcp_flush_send_buffer, t
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [tcp_receive, tcp_buffer_receive, t
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [tcp_listen, tcp_accept]; set SIMPL
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [tcp_complete_connect, tcp_close, t
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [PersistentList.map, PersistentList
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [option_map, option_filter, option_
      1 1	error: compile failed (<P>): codegen: Module error: codegen: <N> function body/bodies failed to compile: [hiddenDisabledStubCommandRegistry]
