symbol	class	scoped_callsites	declaring_file
rt_ensure_dir	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/terminal/credential/store.spl
rt_entropy_fill	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/crypto/entropy_platform.spl
rt_env_get_home	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/terminal/credential/store.spl
rt_env_has	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/sys/sffi/env.spl
rt_env_set_cwd	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/sys/sffi/env.spl
rt_eprintln	c_runtime_source_only	2	src/os/services/vfs/nvfs_connector.spl
rt_event_loop_poll_into	GENUINELY_MISSING	2	test/05_perf/bench/http_server/bench_raw_native_opt.spl
rt_exec_memory_count	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_exec_memory_dump_stats	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_exec_memory_total	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_execute_command	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/tooling/dashboard/collectors/vcs_collector.spl
rt_executor_block_on	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/executor.spl
rt_executor_new	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/executor.spl
rt_executor_run	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/executor.spl
rt_executor_spawn	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/async/sffi/executor.spl
rt_extract_all_symbols	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_extract_all_symbols_v2	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_f64_array_to_bytes	GENUINELY_MISSING	1	src/os/ml/gpu_tensor.spl
rt_f64_to_bits	GENUINELY_MISSING	5	src/os/ml/gpu_tensor.spl
rt_file_append	c_runtime_source_only	1	src/lib/nogc_sync_mut/cli_output/buffer.spl
rt_file_modified_time	GENUINELY_MISSING	6	src/app/watch/watcher.spl
rt_file_mtime	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/tooling/core/incremental.spl
rt_file_read	GENUINELY_MISSING	4	src/compiler_rust/lib/std/src/tooling/testing/discovery.spl
rt_file_read_all_text	c_runtime_source_only	2	test/05_perf/bench/http_server/bench_raw_tcp_static.spl
rt_file_read_bytes_range	GENUINELY_MISSING	2	test/system/os/port/dbfs_disk_boot_spec.spl
rt_file_set_mode	GENUINELY_MISSING	1	src/lib/gc_async_mut/file_system/permissions.spl
rt_file_write	c_runtime_source_only	0	src/compiler_rust/lib/std/src/tooling/testing/aggregation.spl
rt_file_write_bytes_b64	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/play/page.spl
rt_find_symbol_at_position	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_find_symbol_at_position_v2	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_find_symbol_references	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_flush_icache	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_font_find_table	GENUINELY_MISSING	1	src/lib/skia/entity/glyph_outline.spl
rt_font_read_i16	GENUINELY_MISSING	1	src/lib/skia/entity/glyph_outline.spl
rt_font_read_u16	GENUINELY_MISSING	1	src/lib/skia/entity/glyph_outline.spl
rt_font_read_u32	GENUINELY_MISSING	1	src/lib/skia/entity/glyph_outline.spl
rt_free_ast	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_free_exec_memory	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_free_symbol_table	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_fs_read_text	GENUINELY_MISSING	17	test/01_unit/lib/gpu/engine2d/backend_software_simd_span_source_spec.spl
rt_ftp_append	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_cdup	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_connect	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_connect_secure	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_cwd	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_delete	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_disconnect	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_get	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_get_welcome_msg	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_is_connected	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_list	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_login	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_mdtm	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_mkdir	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_noop	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_put	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_pwd	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_quit	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_rename	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_rmdir	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_set_mode_active	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_set_mode_passive	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_set_transfer_type_ascii	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_set_transfer_type_binary	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_ftp_size	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/ftp_sffi.spl
rt_gamepad_axis_data	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_button_data	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_button_is_pressed	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_event_free	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_event_get_axis	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_event_get_button	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_event_get_gamepad_id	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_event_get_type	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_event_get_value	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_get_last_error	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_get_name	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_get_power_info	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_init	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_is_connected	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_poll_event	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_set_rumble	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_shutdown	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_stop_rumble	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gamepad_update	GENUINELY_MISSING	2	src/app/io/gamepad_sffi.spl
rt_gc_collect	GENUINELY_MISSING	4	src/app/ffi_gen.specs/gc.spl
rt_generate_key	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_generate_key_hex	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_get_arg_count	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/sys/sffi/env.spl
rt_get_context_keywords	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_get_file_mtime	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_get_function_pointer	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_get_page_size	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/mmap.spl
rt_get_protection	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_get_scope_at_position	GENUINELY_MISSING	1	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_get_scope_at_position_v2	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/compiler_query.spl
rt_getauxval	GENUINELY_MISSING	2	src/compiler/30.types/simd_capabilities.spl
rt_ghdl_verify_return_zero_contract	GENUINELY_MISSING	2	src/lib/hardware/riscv_common/core/riscv_formal.spl
rt_ghdl_verify_vhdl_constraints	GENUINELY_MISSING	1	src/lib/hardware/riscv_common/core/riscv_formal.spl
rt_glfw_zzz_bogus	GENUINELY_MISSING	1	test/fixture/interpreter_extern/glfw_bogus_probe.spl
rt_glob	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/mcp/core/provider.spl
rt_gpu_buffer_create	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_buffer_download	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_buffer_free	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_buffer_upload	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_device_count	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_device_name	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_device_select	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_kernel_compile	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_kernel_launch	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_kernel_set_arg	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gpu_synchronize	DEAD_DECLARATION	0	src/compiler_rust/lib/std/src/ext/gpu/sffi.spl
rt_gui_begin_frame	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_blend_fill	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_blend_span4	GENUINELY_MISSING	1	src/os/drivers/framebuffer/fb_driver.spl
rt_gui_box_blur	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_fill4	GENUINELY_MISSING	5	src/os/compositor/engine2d_baremetal_core.spl
rt_gui_gradient_h	DEAD_DECLARATION	0	src/os/compositor/glass_effects.spl
rt_gui_gradient_v	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_hline	GENUINELY_MISSING	2	src/os/drivers/framebuffer/fb_driver.spl
rt_gui_present	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_present_html	GENUINELY_MISSING	3	src/app/editor/gui_shell.spl
rt_gui_set_gpu_accel_enabled	GENUINELY_MISSING	3	src/os/drivers/gpu/gpu_accel.spl
rt_gui_set_gpu_mode	GENUINELY_MISSING	2	src/os/drivers/gpu/gpu_accel.spl
rt_gui_shadow	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_shadow_fill	GENUINELY_MISSING	1	src/os/compositor/glass_effects.spl
rt_gui_simd_fill_chunks	GENUINELY_MISSING	1	src/os/compositor/engine2d_baremetal_core.spl
rt_gui_simd_fill_enabled	GENUINELY_MISSING	1	src/os/compositor/engine2d_baremetal_core.spl
rt_gui_simd_fill_hits	GENUINELY_MISSING	1	src/os/compositor/engine2d_baremetal_core.spl
rt_gui_simd_fill_scalar_parity	GENUINELY_MISSING	1	src/os/kernel/arch/arm64/simd_receipt.spl
rt_gui_simd_fill_tail_pixels	GENUINELY_MISSING	1	src/os/compositor/engine2d_baremetal_core.spl
rt_gui_take_pending_flush	GENUINELY_MISSING	1	src/os/drivers/gpu/gpu_accel.spl
rt_gzip_compress	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/compress_sffi.spl
rt_gzip_compress_file	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/compress_sffi.spl
rt_gzip_decompress	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/compress_sffi.spl
rt_gzip_decompress_file	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/compress_sffi.spl
rt_halt_exit	c_runtime_source_only	2	src/os/runtime/baremetal/runtime_minimal.spl
rt_hash_blake3	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_hash_sha256	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_hash_sha3_256	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_hash_sha512	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_hda_dma_probe_live_count	GENUINELY_MISSING	3	test/01_unit/os/drivers/audio/probe_hda_dma_resources.spl
rt_hda_dma_probe_reset	GENUINELY_MISSING	2	test/01_unit/os/drivers/audio/probe_hda_dma_resources.spl
rt_hda_pci_probe_set_mode	GENUINELY_MISSING	5	test/01_unit/os/drivers/audio/probe_hda_pci_binding.spl
rt_heap_ref_wellformed	c_runtime_source_only	2	src/compiler/80.driver/driver_hir_pipeline_lowering.spl
rt_hex_to_wire	c_runtime_source_only	3	src/lib/nogc_sync_mut/io/tls_common_hooks.spl
rt_hlt	c_runtime_source_only	5	src/os/kernel/arch/x86_32/cpu.spl
rt_hmac_sha256	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_hmac_sha512	GENUINELY_MISSING	2	src/app/io/crypto_ffi.spl
rt_hook_add_breakpoint	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_continue	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_disable_debugging	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_enable_debugging	SHADOWED_BY_SPL_FN	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_evaluate_condition	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_evaluate_expression	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_get_call_depth	GENUINELY_MISSING	9	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_get_stack_frames	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_get_variables	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_pause	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_remove_breakpoint	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_set_breakpoint_enabled	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_step	GENUINELY_MISSING	7	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_hook_terminate	GENUINELY_MISSING	3	src/compiler/90.tools/sffi_gen/specs/interpreter_hooks.spl
rt_host_gpu_active_backend_handle	GENUINELY_MISSING	1	src/compiler/10.frontend/core/interpreter/_EvalOps/call_method_eval.spl
rt_http_client_create	c_runtime_source_only	3	src/app/io/http_ffi.spl
rt_http_client_destroy	c_runtime_source_only	3	src/app/io/http_ffi.spl
rt_http_client_request	c_runtime_source_only	3	src/app/io/http_ffi.spl
rt_http_client_set_header	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_client_set_timeout	c_runtime_source_only	3	src/app/io/http_ffi.spl
rt_http_delete	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_download	c_runtime_source_only	4	src/app/io/http_ffi.spl
rt_http_head	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_patch	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_post	GENUINELY_MISSING	6	src/app/io/http_ffi.spl
rt_http_put	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_server_create	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_server_destroy	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_server_route	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_server_start	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_server_static	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_server_stop	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_upload	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_url_decode	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_http_url_encode	GENUINELY_MISSING	3	src/app/io/http_ffi.spl
rt_init_signal_handlers	GENUINELY_MISSING	1	src/app/interpreter/core/execution_guard.spl
rt_install_rich_fault_hook	GENUINELY_MISSING	2	src/os/kernel/arch/x86_64/arch_init.spl
rt_intel3d_available	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine3d/ffi_intel3d.spl
rt_intel3d_init	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine3d/ffi_intel3d.spl
rt_intel3d_shutdown	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine3d/ffi_intel3d.spl
rt_intel_command_list_create	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_device_count	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_driver_count	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_engine2d_download_pixels	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_blit	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_circle	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_clear	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_gradient	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_line	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_rect	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_rounded_rect	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_set_args_triangle	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_upload_host_buf	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_engine2d_upload_pixels	c_runtime_source_only	3	src/lib/gc_async_mut/gpu/engine2d/backend_intel_kernels.spl
rt_intel_init	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_is_available	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_kernel_create	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_launch_kernel	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_mem_alloc	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_mem_free	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_intel_shutdown	GENUINELY_MISSING	2	src/lib/nogc_sync_mut/gpu/engine2d/ffi_intel.spl
rt_invlpg	c_runtime_source_only	4	src/os/kernel/arch/x86_32/cpu.spl
rt_io_tcp_read_into	GENUINELY_MISSING	2	test/05_perf/bench/http_server/bench_raw_native_opt.spl
rt_io_udp_bind	c_runtime_source_only	8	src/lib/nogc_async_mut/io/quic/quic_server.spl
rt_io_udp_close	GENUINELY_MISSING	4	src/lib/nogc_async_mut/io/quic/quic_server.spl
rt_io_udp_connect	c_runtime_source_only	1	src/lib/nogc_sync_mut/io/udp.spl
rt_io_udp_local_addr	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/udp.spl
rt_io_udp_recv	c_runtime_source_only	1	src/lib/nogc_sync_mut/io/udp.spl
rt_io_udp_recv_from	c_runtime_source_only	4	src/lib/nogc_async_mut/io/driver.spl
rt_io_udp_send	c_runtime_source_only	1	src/lib/nogc_sync_mut/io/udp.spl
rt_io_udp_send_to	c_runtime_source_only	7	src/lib/nogc_async_mut/io/driver.spl
rt_io_udp_set_broadcast	c_runtime_source_only	1	src/lib/nogc_sync_mut/io/udp.spl
rt_io_udp_set_nonblocking	GENUINELY_MISSING	2	test/05_perf/bench/http_server/bench_udp_echo.spl
rt_io_udp_set_read_timeout	GENUINELY_MISSING	1	src/lib/nogc_sync_mut/io/udp.spl
rt_ipc_recv	DEAD_DECLARATION	0	src/os/kernel/socket_compat.spl
rt_ipc_recv_bytes	GENUINELY_MISSING	4	src/os/kernel/socket_compat.spl
rt_ipc_send	DEAD_DECLARATION	0	src/os/kernel/socket_compat.spl
rt_ipc_send_bytes	GENUINELY_MISSING	5	src/os/kernel/socket_compat.spl
rt_is_darwin_arm64	GENUINELY_MISSING	1	src/compiler/30.types/simd_capabilities.spl
rt_is_executable	DEAD_DECLARATION	0	src/compiler/90.tools/sffi_gen/specs/exec_memory.spl
rt_lgdt	c_runtime_source_only	4	src/os/kernel/arch/x86_32/cpu.spl
rt_lidt	c_runtime_source_only	5	src/os/kernel/arch/x86_32/cpu.spl
rt_limine_framebuffer_response	GENUINELY_MISSING	1	src/os/kernel/boot/limine_boot_aarch64.spl
rt_limine_hhdm_response	GENUINELY_MISSING	1	src/os/kernel/boot/limine_boot_aarch64.spl
rt_limine_kernel_addr_response	GENUINELY_MISSING	1	src/os/kernel/boot/limine_boot_aarch64.spl
rt_limine_memmap_response	GENUINELY_MISSING	1	src/os/kernel/boot/limine_boot_aarch64.spl
rt_limine_rsdp_response	GENUINELY_MISSING	1	src/os/kernel/boot/limine_boot_aarch64.spl
rt_list_dir	GENUINELY_MISSING	1	src/compiler/35.semantics/lint/remote_exec_lint.spl
rt_ltr	c_runtime_source_only	4	src/os/kernel/arch/x86_32/cpu.spl
rt_lyon_fill_tessellate_with_rule	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_fill_tessellation_get_indices	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_fill_tessellation_get_vertices	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_fill_tessellation_index_count	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_fill_tessellation_vertex_count	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_get_last_error	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_index_buffer_free	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_index_buffer_get	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_index_buffer_size	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_index_buffer_to_array	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_arc_to	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_begin	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_build	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_close	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_cubic_bezier_to	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_free	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_line_to	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_new	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_builder_quadratic_bezier_to	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_circle	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_contains_point	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_ellipse	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_free	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_get_bounds	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_polygon	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_rectangle	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_rounded_rectangle	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_star	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_path_transform	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellate	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellate_with_options	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellation_free	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellation_get_indices	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellation_get_vertices	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellation_index_count	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_stroke_tessellation_vertex_count	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_transform_free	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
rt_lyon_transform_identity	GENUINELY_MISSING	2	src/app/io/graphics2d_sffi.spl
